product_id,name,category,brand,color,description,price,rating,review_count,source,product_url,image_url,availability,delivery_estimate,tags,search_text
137,Breathable Running Shorts,clothing,Nike,Gray,Lightweight running shorts with moisture wicking fabric for gym workouts jogging and summer wear.,29.14,4.2,2468,Nike,https://example.com/nike/product-137,https://example.com/images/product-137.jpg,In Stock,Same day,running shorts gym workout moisture wicking,Breathable Running Shorts clothing Nike Gray Lightweight running shorts with moisture wicking fabric for gym workouts jogging and summer wear. Nike running shorts gym workout moisture wicking
138,Insulated Lunch Bag,bags,Bentgo,Blue,Reusable insulated lunch bag for office school travel and keeping food fresh.,27.45,4.6,2389,Target,https://example.com/target/product-138,https://example.com/images/product-138.jpg,Limited Stock,5-7 days,lunch bag insulated office school travel,Insulated Lunch Bag bags Bentgo Blue Reusable insulated lunch bag for office school travel and keeping food fresh. Target lunch bag insulated office school travel
139,Insulated Lunch Bag,bags,Bentgo,Pink,Reusable insulated lunch bag for office school travel and keeping food fresh.,23.3,4.0,2098,Amazon,https://example.com/amazon/product-139,https://example.com/images/product-139.jpg,Limited Stock,Same day,lunch bag insulated office school travel,Insulated Lunch Bag bags Bentgo Pink Reusable insulated lunch bag for office school travel and keeping food fresh. Amazon lunch bag insulated office school travel
140,Insulated Lunch Bag,bags,Bentgo,Blue,Reusable insulated lunch bag for office school travel and keeping food fresh.,25.87,4.1,3656,eBay,https://example.com/ebay/product-140,https://example.com/images/product-140.jpg,In Stock,5-7 days,lunch bag insulated office school travel,Insulated Lunch Bag bags Bentgo Blue Reusable insulated lunch bag for office school travel and keeping food fresh. eBay lunch bag insulated office school travel
141,Standing Desk Converter,home,FlexiSpot,White,Adjustable standing desk converter for ergonomic work from home and study setups.,169.49,4.0,1127,Walmart,https://example.com/walmart/product-141,https://example.com/images/product-141.jpg,Out of Stock,2 days,standing desk ergonomic work from home,Standing Desk Converter home FlexiSpot White Adjustable standing desk converter for ergonomic work from home and study setups. Walmart standing desk ergonomic work from home
142,Standing Desk Converter,home,FlexiSpot,Black,Adjustable standing desk converter for ergonomic work from home and study setups.,172.68,4.1,3992,Amazon,https://example.com/amazon/product-142,https://example.com/images/product-142.jpg,In Stock,2 days,standing desk ergonomic work from home,Standing Desk Converter home FlexiSpot Black Adjustable standing desk converter for ergonomic work from home and study setups. Amazon standing desk ergonomic work from home
143,Standing Desk Converter,home,FlexiSpot,White,Adjustable standing desk converter for ergonomic work from home and study setups.,158.77,3.9,1893,eBay,https://example.com/ebay/product-143,https://example.com/images/product-143.jpg,In Stock,5-7 days,standing desk ergonomic work from home,Standing Desk Converter home FlexiSpot White Adjustable standing desk converter for ergonomic work from home and study setups. eBay standing desk ergonomic work from home
144,Standing Desk Converter,home,FlexiSpot,White,Adjustable standing desk converter for ergonomic work from home and study setups.,144.26,4.2,2211,Target,https://example.com/target/product-144,https://example.com/images/product-144.jpg,Out of Stock,Same day,standing desk ergonomic work from home,Standing Desk Converter home FlexiSpot White Adjustable standing desk converter for ergonomic work from home and study setups. Target standing desk ergonomic work from home
145,Smartwatch for Android,electronics,Samsung,Pink,Smartwatch with fitness tracking notifications GPS and health monitoring for Android phones.,276.41,3.9,1960,Walmart,https://example.com/walmart/product-145,https://example.com/images/product-145.jpg,In Stock,Same day,smartwatch android fitness notifications gps,Smartwatch for Android electronics Samsung Pink Smartwatch with fitness tracking notifications GPS and health monitoring for Android phones. Walmart smartwatch android fitness notifications gps
146,Smartwatch for Android,electronics,Samsung,Pink,Smartwatch with fitness tracking notifications GPS and health monitoring for Android phones.,273.04,4.4,1858,Target,https://example.com/target/product-146,https://example.com/images/product-146.jpg,In Stock,3-5 days,smartwatch android fitness notifications gps,Smartwatch for Android electronics Samsung Pink Smartwatch with fitness tracking notifications GPS and health monitoring for Android phones. Target smartwatch android fitness notifications gps
147,Smartwatch for Android,electronics,Samsung,Silver,Smartwatch with fitness tracking notifications GPS and health monitoring for Android phones.,238.12,4.2,1190,eBay,https://example.com/ebay/product-147,https://example.com/images/product-147.jpg,In Stock,Same day,smartwatch android fitness notifications gps,Smartwatch for Android electronics Samsung Silver Smartwatch with fitness tracking notifications GPS and health monitoring for Android phones. eBay smartwatch android fitness notifications gps
148,Apple Watch SE,electronics,Apple,Silver,Smartwatch with fitness tracking heart rate notifications and safety features for iPhone users.,273.22,3.9,3761,Best Buy,https://example.com/best-buy/product-148,https://example.com/images/product-148.jpg,In Stock,5-7 days,apple watch fitness notifications iphone,Apple Watch SE electronics Apple Silver Smartwatch with fitness tracking heart rate notifications and safety features for iPhone users. Best Buy apple watch fitness notifications iphone
149,Apple Watch SE,electronics,Apple,Starlight,Smartwatch with fitness tracking heart rate notifications and safety features for iPhone users.,255.23,4.6,3443,eBay,https://example.com/ebay/product-149,https://example.com/images/product-149.jpg,In Stock,3-5 days,apple watch fitness notifications iphone,Apple Watch SE electronics Apple Starlight Smartwatch with fitness tracking heart rate notifications and safety features for iPhone users. eBay apple watch fitness notifications iphone
150,Apple Watch SE,electronics,Apple,Silver,Smartwatch with fitness tracking heart rate notifications and safety features for iPhone users.,244.48,4.8,313,Target,https://example.com/target/product-150,https://example.com/images/product-150.jpg,In Stock,1-2 days,apple watch fitness notifications iphone,Apple Watch SE electronics Apple Silver Smartwatch with fitness tracking heart rate notifications and safety features for iPhone users. Target apple watch fitness notifications iphone
151,Travel Neck Pillow,travel,Cabeau,Blue,Memory foam neck pillow for flights road trips airport naps and comfortable travel support.,39.03,4.2,2983,Walmart,https://example.com/walmart/product-151,https://example.com/images/product-151.jpg,In Stock,3-5 days,travel pillow neck flight comfort memory foam,Travel Neck Pillow travel Cabeau Blue Memory foam neck pillow for flights road trips airport naps and comfortable travel support. Walmart travel pillow neck flight comfort memory foam
152,Travel Neck Pillow,travel,Cabeau,Gray,Memory foam neck pillow for flights road trips airport naps and comfortable travel support.,32.39,3.9,3770,eBay,https://example.com/ebay/product-152,https://example.com/images/product-152.jpg,In Stock,1-2 days,travel pillow neck flight comfort memory foam,Travel Neck Pillow travel Cabeau Gray Memory foam neck pillow for flights road trips airport naps and comfortable travel support. eBay travel pillow neck flight comfort memory foam
153,Travel Neck Pillow,travel,Cabeau,Black,Memory foam neck pillow for flights road trips airport naps and comfortable travel support.,36.16,4.9,459,Amazon,https://example.com/amazon/product-153,https://example.com/images/product-153.jpg,In Stock,1-2 days,travel pillow neck flight comfort memory foam,Travel Neck Pillow travel Cabeau Black Memory foam neck pillow for flights road trips airport naps and comfortable travel support. Amazon travel pillow neck flight comfort memory foam
